ID,Title,Genres,Rating,Year,Numrate,Runtime,Image,Directors,Writers,Stars
tt0283530,The Emperor's Club,Drama,6.9,2002,18K,109,"https://m.media-amazon.com/images/M/MV5BZmNlNzIyMDAtZDA1NC00NTU4LWIzMWUtNmZkYmYyNTcxMDBiXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,190,281_.jpg",Michael Hoffman,"Ethan Canin, Neil Tolkin","Kevin Kline, Emile Hirsch, Joel Gretsch"
tt6859762,The Little Stranger,"Drama, Horror, Mystery",5.5,2018,11K,111,"https://m.media-amazon.com/images/M/MV5BMTYyNzQ5OTk0Nl5BMl5BanBnXkFtZTgwNzgzNDk3NTM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Lenny Abrahamson,"Lucinda Coxon, Sarah Waters","Domhnall Gleeson, Will Poulter, Ruth Wilson"
tt1196204,Cemetery Junction,"Comedy, Drama",6.8,2010,24K,95,"https://m.media-amazon.com/images/M/MV5BMTQ1MjA2NzIwMF5BMl5BanBnXkFtZTcwMzUyMjcyMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Ricky Gervais, Stephen Merchant","Ricky Gervais, Stephen Merchant","Christian Cooke, Felicity Jones, Tom Hughes"
tt3463106,The Cured,"Zombie Horror, Drama, Horror, Sci-Fi, Thriller",5.6,2017,9.8K,95,"https://m.media-amazon.com/images/M/MV5BMmIwODI3NGItZGUxOS00ZDdiLWFhZmMtYzNmOTczNmJhM2VmXkEyXkFqcGc@._V1_QL75_UY281_CR5,0,190,281_.jpg",David Freyne,David Freyne,"Elliot Page, Sam Keeley, Tom Vaughan-Lawlor"
tt1023490,Il Divo,"Biography, Drama",7.2,2008,20K,110,"https://m.media-amazon.com/images/M/MV5BZTJhZTFlNWMtNDEwZS00NTJhLWE1MzYtNWQyZGUxOGM0NGFiXkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg",Paolo Sorrentino,Paolo Sorrentino,"Toni Servillo, Anna Bonaiuto, Giulio Bosetti"
tt1547234,Premium Rush,"Action, Thriller",6.5,2012,120K,91,"https://m.media-amazon.com/images/M/MV5BNzkxNjAwMDkwOF5BMl5BanBnXkFtZTcwMTQ1NDkwOA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",David Koepp,"David Koepp, John Kamps","Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez"
tt0804516,P2,"Dark Comedy, Psychological Thriller, Crime, Horror, Thriller",5.9,2007,38K,98,"https://m.media-amazon.com/images/M/MV5BMTk2Nzk5ODAxMF5BMl5BanBnXkFtZTcwNzA0MTU1MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Franck Khalfoun,"Alexandre Aja, Grégory Levasseur, Franck Khalfoun","Rachel Nichols, Wes Bentley, Simon Reynolds"
tt0131704,The Adventures of Rocky & Bullwinkle,"Road Trip, Slapstick, Adventure, Comedy, Family, Fantasy",4.3,2000,22K,92,"https://m.media-amazon.com/images/M/MV5BYWUyNTQyNjAtYTQ4NS00ZTViLWI0OTEtMzJmYTcyMWVhZDNkXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Des McAnuff,"Jay Ward, Kenneth Lonergan","Robert De Niro, Rene Russo, Piper Perabo"
tt0261289,Serving Sara,"Romantic Comedy, Comedy, Romance",5.3,2002,19K,99,"https://m.media-amazon.com/images/M/MV5BOTJkN2E4M2QtNzNhOS00NTM5LWI4MjYtM2FhNGQxOWY4MTQ4XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Reginald Hudlin,"Jay Scherick, David Ronn","Matthew Perry, Elizabeth Hurley, Bruce Campbell"
tt0365957,You Got Served,"Drama, Music",3.9,2004,29K,95,"https://m.media-amazon.com/images/M/MV5BMGQ3Y2ZjYmUtNTUxYy00MThhLTg1N2UtZTU2Yzg0NTA5ZDE5XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Chris Stokes,Chris Stokes,"Omarion, Jarell Houston, Raz B"
tt2141773,Hell and Back,"Adult Animation, Stop Motion Animation, Adventure, Animation, Comedy, Fantasy",5.4,2015,5.4K,86,"https://m.media-amazon.com/images/M/MV5BMjM4NzUxODgyNV5BMl5BanBnXkFtZTgwMDM5MzA3NjE@._V1_QL75_UX190_CR0,1,190,281_.jpg","Tom Gianas, Ross Shuman","Tom Gianas, Zeb Wells, Hugh Sterbakov","Nick Swardson, Mila Kunis, Bob Odenkirk"
tt1651323,Breaking Wind,"Parody, Comedy",2.3,2012,5.1K,82,"https://m.media-amazon.com/images/M/MV5BMjk1MTAwNjg5NF5BMl5BanBnXkFtZTgwNTcxODg0MDE@._V1_QL75_UY281_CR7,0,190,281_.jpg",Craig Moss,Craig Moss,"Heather Ann Davis, Eric Callero, Frank Pacheco"
tt0243609,To End All Wars,"Action, Drama, War",6.9,2001,12K,117,"https://m.media-amazon.com/images/M/MV5BMjAyMDMxMTExOV5BMl5BanBnXkFtZTcwNzEwMjYyMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",David L. Cunningham,"Ernest Gordon, Brian Godawa","Robert Carlyle, Kiefer Sutherland, Ciarán McMenamin"
tt1657299,The Decoy Bride,"Comedy, Drama, Romance",6.1,2011,13K,89,"https://m.media-amazon.com/images/M/MV5BMTM4ODk4MTU3N15BMl5BanBnXkFtZTcwNDU1NDczNw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Sheree Folkson,"Neil Jaworski, Sally Phillips","Kelly Macdonald, David Tennant, Alice Eve"
tt2102496,Cabin Fever 3: Patient Zero,"Body Horror, Splatter Horror, Teen Horror, Horror, Sci-Fi",4.4,2014,8.7K,91,"https://m.media-amazon.com/images/M/MV5BMTQxMTYzNTE2N15BMl5BanBnXkFtZTgwNTcwNTg4MTE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Kaare Andrews,Jake Wade Wall,"Sean Astin, Currie Graham, Ryan Donowho"
tt0997152,The Experiment,"Prison Drama, Psychological Thriller, Drama, Thriller",6.4,2010,58K,96,"https://m.media-amazon.com/images/M/MV5BYmMxZTZmNzktZTk1ZS00ODgyLWFlZTgtODlkMGY5YzhkZDJiXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Paul T. Scheuring,"Paul T. Scheuring, Mario Giordano, Christoph Darnstädt","Adrien Brody, Cam Gigandet, Forest Whitaker"
tt1731697,The Lords of Salem,"Witch Horror, Horror, Thriller",5.2,2012,33K,101,"https://m.media-amazon.com/images/M/MV5BMjA2NTc5Njc4MV5BMl5BanBnXkFtZTcwNTYzMTcwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Rob Zombie,Rob Zombie,"Sheri Moon Zombie, Meg Foster, Bruce Davison"
tt1711525,Office Christmas Party,"Holiday Comedy, Raunchy Comedy, Comedy, Holiday",5.9,2016,91K,105,"https://m.media-amazon.com/images/M/MV5BMDhiMjg4ODMtYjgyNi00YjZkLWE0ZGItNjU0NGVlMzViZjdlXkEyXkFqcGc@._V1_QL75_UY281_CR2,0,190,281_.jpg","Josh Gordon, Will Speck","Jon Lucas, Scott Moore, Timothy Dowling","Jason Bateman, Olivia Munn, T.J. Miller"
tt0423977,Charlie Bartlett,"Coming-of-Age, Teen Drama, Teen Romance, Comedy, Drama, Romance",6.9,2007,67K,97,"https://m.media-amazon.com/images/M/MV5BMTUyNTgyNDI2NF5BMl5BanBnXkFtZTcwOTA2NTg1MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Jon Poll,Gustin Nash,"Anton Yelchin, Robert Downey Jr., Hope Davis"
tt6859352,Support the Girls,"Comedy, Drama",6.4,2018,8.6K,93,"https://m.media-amazon.com/images/M/MV5BMjdlYjY1YWQtNTUwYi00NzkwLTk0NTQtZWE3MjQ3N2IyMmUwXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Andrew Bujalski,Andrew Bujalski,"Regina Hall, Haley Lu Richardson, Dylan Gelula"
tt0244244,Swordfish,"Cyber Thriller, Heist, Action, Crime, Thriller",6.5,2001,200K,99,"https://m.media-amazon.com/images/M/MV5BMmVlOGM1YjQtNzMzYS00ZmY5LTlkMDQtN2EyZTQ4NTExNjNjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Dominic Sena,Skip Woods,"John Travolta, Hugh Jackman, Halle Berry"
tt13314558,Day Shift,"One-Person Army Action, Vampire Horror, Action, Comedy, Fantasy, Horror, Thriller",6.1,2022,95K,113,"https://m.media-amazon.com/images/M/MV5BYWQ4NzM3NTEtNjQ1NC00NjM3LWIwOTAtMDQ2ZGRlZGRlNTFiXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",J.J. Perry,"Tyler Tice, Shay Hatten","Jamie Foxx, Dave Franco, Natasha Liu Bordizzo"
tt1126590,Big Eyes,"True Crime, Biography, Crime, Drama, Romance",7.0,2014,102K,106,"https://m.media-amazon.com/images/M/MV5BMjA2ODM5MDE3N15BMl5BanBnXkFtZTgwOTIxNjc1MzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Tim Burton,"Scott Alexander, Larry Karaszewski","Amy Adams, Christoph Waltz, Danny Huston"
tt16491560,A Sacrifice,"Drama, Horror, Mystery, Thriller",5.1,2024,5.1K,94,"https://m.media-amazon.com/images/M/MV5BMjJiNzg4YzMtOGI1Yy00NjFlLWIwNTItMDVmMDY2NmNjM2U0XkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg",Jordan Scott,"Jordan Scott, Nicholas Hogg","Eric Bana, Sadie Sink, Sylvia Hoeks"
tt0120630,Chicken Run,"Animal Adventure, Prison Drama, Slapstick, Stop Motion Animation, Adventure, Animation, Comedy, Drama, Family",7.1,2000,219K,84,"https://m.media-amazon.com/images/M/MV5BZGViZmJjMTQtNDk3NC00NjQ4LTg0ODItYWI3MjY3YmUwMjczXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg","Peter Lord, Nick Park","Peter Lord, Nick Park, Karey Kirkpatrick","Mel Gibson, Julia Sawalha, Phil Daniels"
tt1610525,Chuck,"Boxing, Biography, Drama, Sport",6.5,2016,7.2K,98,"https://m.media-amazon.com/images/M/MV5BNDU2MDg5YzctZWQ3YS00YzNiLWE1M2MtMmU5YjU5MzMyZDdiXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Philippe Falardeau,"Jeff Feuerzeig, Jerry Stahl, Michael Cristofer","Liev Schreiber, Elisabeth Moss, Ron Perlman"
tt8178486,Earthquake Bird,"Psychological Thriller, Crime, Drama, Mystery, Romance, Thriller",6.0,2019,16K,107,"https://m.media-amazon.com/images/M/MV5BYmI5MTM0ZDgtMTAzMy00YzQ5LWIyZWQtNTU1NDJhYzg5MjY0XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Wash Westmoreland,"Susanna Jones, Wash Westmoreland","Alicia Vikander, Kiki Sukezane, Kenichi Masuda"
tt3478962,My King,"Drama, Romance",7.1,2015,15K,124,"https://m.media-amazon.com/images/M/MV5BMjEzOTI2NzQ1Ml5BMl5BanBnXkFtZTgwNjI0NjI4OTE@._V1_QL75_UX190_CR0,1,190,281_.jpg",Maïwenn,"Etienne Comar, Maïwenn","Vincent Cassel, Emmanuelle Bercot, Louis Garrel"
tt12335692,Last Man Down,"Action, Sci-Fi",3.5,2021,14K,87,"https://m.media-amazon.com/images/M/MV5BNDRlOTE0ZDktMzdjNC00YjE1LWI1NDgtNWM0NGE4MjE0ZjUzXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Fansu Njie,"Fansu Njie, Daniel Stisen, Andreas Vasshaug","Daniel Stisen, Olga Kent, Daniel Nehme"
tt1288403,Universal Soldier: Regeneration,"Action, Adventure, Sci-Fi",5.3,2009,27K,97,"https://m.media-amazon.com/images/M/MV5BZmI3NWQzZjEtYzU3Yi00MzRmLWE3OWEtMjViZjY4MmQ2Yjg5XkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg",John Hyams,"Richard Rothstein, Christopher Leitch, Dean Devlin","Dolph Lundgren, Jean-Claude Van Damme, Andrei Arlovski"
tt8745960,Daniel Isn't Real,"Body Horror, Psychological Horror, Drama, Fantasy, Horror, Mystery",6.1,2019,11K,100,"https://m.media-amazon.com/images/M/MV5BYjlhN2ZkYmQtYjZhMC00NTk3LThjNzQtMjc3MjliMGQ0NDFjXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Adam Egypt Mortimer,"Brian DeLeeuw, Adam Egypt Mortimer","Miles Robbins, Patrick Schwarzenegger, Sasha Lane"
tt1640459,Hobo with a Shotgun,"B-Action, Dark Comedy, One-Person Army Action, Satire, Action, Comedy, Crime, Thriller",6.1,2011,50K,86,"https://m.media-amazon.com/images/M/MV5BMTcxMDkxNTMwNl5BMl5BanBnXkFtZTcwMzc5MjUzNA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Jason Eisener,John Davies,"Rutger Hauer, Pasha Ebrahimi, Robb Wells"
tt1821658,The Nut Job,"Computer Animation, Parody, Adventure, Animation, Comedy, Crime, Family",5.7,2014,31K,85,"https://m.media-amazon.com/images/M/MV5BMTQ1NjAxMDUzN15BMl5BanBnXkFtZTgwOTE5NDM3MDE@._V1_QL75_UY281_CR0,0,190,281_.jpg",Peter Lepeniotis,"Peter Lepeniotis, Lorne Cameron, Daniel Woo","Will Arnett, Brendan Fraser, Liam Neeson"
tt4558200,Crown Vic,"Crime, Drama, Mystery",6.5,2019,8.9K,110,"https://m.media-amazon.com/images/M/MV5BMzNhYzY3MzQtODYwZS00OWU5LTliYWMtZDMzMDI1MWJkMGYyXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Joel Souza,Joel Souza,"Thomas Jane, Luke Kleintank, Josh Hopkins"
tt1185266,Stan Helsing,"Parody, Slapstick, Comedy, Fantasy, Horror",3.6,2009,15K,90,"https://m.media-amazon.com/images/M/MV5BNTA3OTUwMDQzOF5BMl5BanBnXkFtZTcwNjU3NzI5Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Bo Zenga,Bo Zenga,"Steve Howey, Diora Baird, Kenan Thompson"
tt5315210,Lou,"One-Person Army Action, Survival, Action, Adventure, Crime, Drama, Mystery, Thriller",6.1,2022,36K,107,"https://m.media-amazon.com/images/M/MV5BZDdlYzg5ZDgtZjFiYy00NDIxLTgwNGYtYTRjOTM5YWYxMjdiXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Anna Foerster,"Maggie Cohn, Jack Stanley","Allison Janney, Jurnee Smollett, Logan Marshall-Green"
tt2124787,Final Girl,"Erotic Thriller, Slasher Horror, Horror, Thriller",4.7,2015,17K,84,"https://m.media-amazon.com/images/M/MV5BYjQ5NzYxMDYtZDYxZS00Y2ExLWJlNzgtYTYyMWNhMjYwM2JhXkEyXkFqcGc@._V1_QL75_UY281_CR0,0,190,281_.jpg",Tyler Shields,"Adam Prince, Johnny Silver, Stephen Scarlata","Abigail Breslin, Wes Bentley, Logan Huffman"
tt0986263,Surrogates,"Cyberpunk, Action, Sci-Fi, Thriller",6.3,2009,182K,89,"https://m.media-amazon.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Jonathan Mostow,"Michael Ferris, John Brancato, Robert Venditti","Bruce Willis, Radha Mitchell, Ving Rhames"
tt0361925,Welcome to Mooseport,"Satire, Comedy, Romance",5.3,2004,14K,110,"https://m.media-amazon.com/images/M/MV5BMDBkNDVjZGYtOTY3ZS00OWUyLTljNGQtZDZhMTNhMDcwN2U3XkEyXkFqcGc@._V1_QL75_UY281_CR0,0,190,281_.jpg",Donald Petrie,"Doug Richardson, Tom Schulman","Gene Hackman, Ray Romano, Maura Tierney"
tt1322269,August: Osage County,"Dark Comedy, Tragedy, Comedy, Drama",7.2,2013,97K,121,"https://m.media-amazon.com/images/M/MV5BNzQ5ODE4NTcxNV5BMl5BanBnXkFtZTgwNjkyNDQ0MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",John Wells,Tracy Letts,"Meryl Streep, Dermot Mulroney, Julia Roberts"
tt0246544,The Musketeer,"Swashbuckler, Action, Adventure, Romance",4.8,2001,15K,104,"https://m.media-amazon.com/images/M/MV5BNzNjMTEzOTYtMDMxNC00YWI2LTkwMzItZTM0OGNmNTkyOGI1XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Peter Hyams,"Alexandre Dumas, Gene Quintano","Justin Chambers, Catherine Deneuve, Mena Suvari"
tt7262882,Master Z: The Ip Man Legacy,"Kung Fu, Martial Arts, Action, Biography, Crime, Drama",6.5,2018,10K,107,"https://m.media-amazon.com/images/M/MV5BMTVhNDYzYjEtMjcyOS00ZTI4LTg2YmQtZTg0YmFjMjU1Y2IzXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Yuen Woo-Ping,"Edmond Wong, Tai-Lee Chan","Jin Zhang, Dave Bautista, Yan Liu"
tt12585076,Moonshot,"Comedy, Romance, Sci-Fi",5.6,2022,6.7K,104,"https://m.media-amazon.com/images/M/MV5BMTIyMjc0MzQtMTdiZi00YzE4LWJhNGMtMWIwYjM5Yzc1ZGM3XkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Christopher Winterbauer,Max Taxe,"Cole Sprouse, Zach Braff, Peter Woodward"
tt5969696,The Battleship Island,"Action, Drama, History",7.1,2017,9K,132,"https://m.media-amazon.com/images/M/MV5BMTc4MjhmZWMtOWM0NC00NTc1LWE1ZmMtNjJmYjJkOTY2ZjEzXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Ryoo Seung-wan,Ryoo Seung-wan,"Hwang Jung-min, So Ji-seob, Song Joong-ki"
tt15289240,The Curse of Bridge Hollow,"Adventure, Comedy, Family, Horror",5.6,2022,13K,89,"https://m.media-amazon.com/images/M/MV5BZGM3ODMwYmUtYzQ2ZC00ZjFlLWJiN2ItNDBmMmFiNmMzMDExXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Jeff Wadlow,"Todd Berger, Robert Rugan, John R. Morey","Marlon Wayans, Priah Ferguson, Kelly Rowland"
tt2359024,Blue Ruin,"Crime, Drama, Thriller",7.1,2013,83K,90,"https://m.media-amazon.com/images/M/MV5BMTY4NTM2MDg5OV5BMl5BanBnXkFtZTgwMDA3OTAwMTE@._V1_QL75_UY281_CR0,0,190,281_.jpg",Jeremy Saulnier,Jeremy Saulnier,"Macon Blair, Devin Ratray, Amy Hargreaves"
tt6811018,The Kid Who Would Be King,"Adventure Epic, Quest, Supernatural Fantasy, Sword & Sorcery, Teen Fantasy, Urban Adventure, Action, Adventure, Family, Fantasy",6.1,2019,20K,120,"https://m.media-amazon.com/images/M/MV5BMTU3OTA1OTU1Ml5BMl5BanBnXkFtZTgwNzgzNTM5NjM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Joe Cornish,Joe Cornish,"Louis Ashbourne Serkis, Denise Gough, Dean Chaumoo"
tt0377471,Be Cool,"Satire, Comedy, Crime, Music",5.6,2005,74K,118,"https://m.media-amazon.com/images/M/MV5BMTUxNDc4MzAyNV5BMl5BanBnXkFtZTYwMzQ1NDc2._V1_QL75_UX190_CR0,0,190,281_.jpg",F. Gary Gray,"Elmore Leonard, Peter Steinfeld","John Travolta, Uma Thurman, Dwayne Johnson"
tt0350258,Ray,"Docudrama, Period Drama, Tragedy, Biography, Drama, Music",7.7,2004,161K,152,"https://m.media-amazon.com/images/M/MV5BMTQxNDQwNjQzOV5BMl5BanBnXkFtZTcwNTQxNDYyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Taylor Hackford,"Taylor Hackford, James L. White","Jamie Foxx, Regina King, Kerry Washington"
tt1231580,Alvin and the Chipmunks: The Squeakquel,"Animal Adventure, Adventure, Comedy, Family, Fantasy, Music, Musical",4.6,2009,57K,88,"https://m.media-amazon.com/images/M/MV5BMjI0NTc3MjU5M15BMl5BanBnXkFtZTcwODM4Nzg2Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Betty Thomas,"Jon Vitti, Jonathan Aibel, Glenn Berger","Jason Lee, Zachary Levi, David Cross"
tt10308928,Force of Nature,"Action, Adventure, Crime, Drama, Mystery, Thriller",4.6,2020,14K,91,"https://m.media-amazon.com/images/M/MV5BNmQ1MWZmOWUtYmFjYS00OWM3LTkxYzktYWE5MTEyMzUxODc2XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg",Michael Polish,Cory Miller,"Emile Hirsch, Mel Gibson, David Zayas"
tt4136456,The Virtuoso,"Action, Thriller",5.0,2021,10K,110,"https://m.media-amazon.com/images/M/MV5BZGJkMjZkODYtNzNhYi00NGMxLWI3Y2YtMGNhNGIxNmRhZDdlXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Nick Stagliano,"James C. Wolf, Nick Stagliano","Anson Mount, Abbie Cornish, Anthony Hopkins"
tt0454824,Flyboys,"Action, Drama, History, Romance, War",6.5,2006,45K,140,"https://m.media-amazon.com/images/M/MV5BMTYxMDg5NTkxMF5BMl5BanBnXkFtZTcwNjA4MDUzMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Tony Bill,"Phil Sears, Blake T. Evans, David S. Ward","James Franco, Jean Reno, Jennifer Decker"
tt6083648,Looking Glass,"Mystery, Thriller",4.7,2018,8.4K,103,"https://m.media-amazon.com/images/M/MV5BMTYxMzg1OTI3Nl5BMl5BanBnXkFtZTgwOTQ4Njk2NDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Tim Hunter,Jerry Rapp,"Nicolas Cage, Robin Tunney, Marc Blucas"
tt8169446,Wine Country,"Adventure, Comedy, Drama",5.5,2019,24K,103,"https://m.media-amazon.com/images/M/MV5BZmE5NWJkYzktZWVjMC00NjAxLWJiMzktMTRlNDQ3MDViZjZiXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Amy Poehler,"Liz Cackowski, Emily Spivey","Amy Poehler, Rachel Dratch, Ana Gasteyer"
tt0367188,Modigliani,"Biography, Drama",7.2,2004,13K,128,"https://m.media-amazon.com/images/M/MV5BMTA1MDY5MjU1MjJeQTJeQWpwZ15BbWU2MDEyMTg3Ng@@._V1_QL75_UX190_CR0,2,190,281_.jpg",Mick Davis,Mick Davis,"Andy Garcia, Elsa Zylberstein, Omid Djalili"
tt3877674,Men & Chicken,"Buddy Comedy, Dark Comedy, Quirky Comedy, Satire, Comedy, Drama, Mystery, Sci-Fi",6.7,2015,15K,104,"https://m.media-amazon.com/images/M/MV5BMTcwMjI0OTgxM15BMl5BanBnXkFtZTgwNDg3MzczODE@._V1_QL75_UY281_CR0,0,190,281_.jpg",Anders Thomas Jensen,Anders Thomas Jensen,"David Dencik, Mads Mikkelsen, Nikolaj Lie Kaas"
tt11656172,Hard Kill,"B-Action, Action, Thriller",3.1,2020,20K,98,"https://m.media-amazon.com/images/M/MV5BMDc5OTgwMDAtYjY5Zi00OWQ3LTg4MTgtNjExMGUxZWJkNGZkXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Matt Eskandari,"Joe Russo, Chris LaMont, Clayton Haugen","Jesse Metcalfe, Bruce Willis, Lala Kent"
tt0275947,Avenging Angelo,"Action, Comedy, Crime, Romance",5.1,2002,10K,97,"https://m.media-amazon.com/images/M/MV5BZGU3MGUyMjYtNjE1ZC00NDM5LWE4NTEtYWY1MDlhYTFlZTNjXkEyXkFqcGc@._V1_QL75_UY281_CR11,0,190,281_.jpg",Martyn Burke,"William Porter, Steve Mackall","Sylvester Stallone, Madeleine Stowe, Anthony Quinn"
tt0220099,The Tigger Movie,"Animal Adventure, Hand-Drawn Animation, Slapstick, Adventure, Animation, Comedy, Drama, Family, Musical",6.3,2000,21K,77,"https://m.media-amazon.com/images/M/MV5BMTE5NDIyODU4M15BMl5BanBnXkFtZTYwODA5MzY2._V1_QL75_UY281_CR9,0,190,281_.jpg",Jun Falkenstein,"Eddie Guzelian, Jun Falkenstein, A.A. Milne","Jim Cummings, Nikita Hopkins, Ken Sansom"
tt0947810,Green Zone,"Political Thriller, Action, Drama, Thriller, War",6.8,2010,145K,115,"https://m.media-amazon.com/images/M/MV5BMTYzMTA1NDMyNV5BMl5BanBnXkFtZTcwMzUwODY5Mg@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Paul Greengrass,"Brian Helgeland, Rajiv Chandrasekaran","Matt Damon, Jason Isaacs, Greg Kinnear"
tt0337909,Calendar Girls,"Comedy, Drama",6.9,2003,29K,108,"https://m.media-amazon.com/images/M/MV5BMjE3NzcxMDU2MV5BMl5BanBnXkFtZTYwOTgyNTc2._V1_QL75_UY281_CR0,0,190,281_.jpg",Nigel Cole,"Juliette Towhidi, Tim Firth","Helen Mirren, Julie Walters, Penelope Wilton"
tt0285462,Boat Trip,Comedy,4.9,2002,33K,94,"https://m.media-amazon.com/images/M/MV5BMTgxNjcwNzA0M15BMl5BanBnXkFtZTYwMzY4MDk2._V1_QL75_UY281_CR1,0,190,281_.jpg",Mort Nathan,"Mort Nathan, William Bigelow","Cuba Gooding Jr., Horatio Sanz, Roselyn Sanchez"
tt4624366,Monstrous,"Monster Horror, Supernatural Horror, Suspense Mystery, Horror, Mystery, Thriller",4.7,2022,5.4K,88,"https://m.media-amazon.com/images/M/MV5BMTg3NWRiMTQtMzk2Yi00NzIzLWFhYmQtNTRjNWU3YTYwYjljXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg",Chris Sivertson,Carol Chrest,"Christina Ricci, Santino Barnard, Don Baldaramos"
tt4538916,Finding Your Feet,"Comedy, Drama, Family, Music, Romance",6.8,2017,7.5K,111,"https://m.media-amazon.com/images/M/MV5BMTk1MzE5MDMxOF5BMl5BanBnXkFtZTgwODg5NjY4NDM@._V1_QL75_UX190_CR0,0,190,281_.jpg",Richard Loncraine,"Meg Leonard, Nick Moorcroft","Imelda Staunton, Celia Imrie, Timothy Spall"
tt0804552,The Killing Gene,"Psychological Horror, Psychological Thriller, Crime, Drama, Horror, Thriller",5.7,2007,9.6K,104,"https://m.media-amazon.com/images/M/MV5BNTZlNzEyZjYtMGQ2Mi00M2U0LWEyOWYtNzQxZmUzYTYyYzA5XkEyXkFqcGc@._V1_QL75_UY281_CR4,0,190,281_.jpg",Tom Shankland,Clive Bradley,"Stellan Skarsgård, Melissa George, Ashley Walters"
tt1878942,Date and Switch,"Comedy, Drama, Romance",5.7,2014,8.6K,91,"https://m.media-amazon.com/images/M/MV5BMjAwODUzOTQ5Nl5BMl5BanBnXkFtZTgwNzAwMjc5MDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",Chris Nelson,Alan Yang,"Nicholas Braun, Hunter Cope, Dakota Johnson"
tt1433207,The Details,"Comedy, Drama",6.1,2011,10K,101,"https://m.media-amazon.com/images/M/MV5BMTYwOTk0OTI0MF5BMl5BanBnXkFtZTgwOTA1NTM2MTI@._V1_QL75_UX190_CR0,4,190,281_.jpg",Jacob Estes,Jacob Estes,"Tobey Maguire, Elizabeth Banks, Laura Linney"
tt6012380,Ordinary Love,"Drama, Romance",6.6,2019,5.5K,92,"https://m.media-amazon.com/images/M/MV5BZjM2ZTA1NmItMDM4OS00MDg0LWFmNzUtYWJmN2VhMzE1ZTFhXkEyXkFqcGc@._V1_QL75_UX190_CR0,0,190,281_.jpg","Lisa Barros D'Sa, Glenn Leyburn",Owen McCafferty,"Lesley Manville, Liam Neeson, Esh Alladi"
